# Iliadis et al. (2001, ApJS 134, 151), Tables 3-9: recommended reaction rates.
# Reformatted from ~/Documents/NuGrid/nuppn/bckup/NovaProject_0.2/references/iliadis2001_table03-09.dat
# (digitized from the paper's PDF tables) into ReacNetJl's per-reaction block format.
reaction: p ne20 -> na21 ; label: 20Ne(p,g)21Na ; table: 3 ; variant: standard
0.3 2.33e-9
0.4 8.56e-8
0.5 1.1e-6
0.6 7.7e-6
0.7 3.62e-5
0.8 0.000129
0.9 0.000379
1.0 0.000955
1.5 0.0247
2.0 0.191
3.0 2.38
4.0 11.4
5.0 34.2
6.0 78.6
7.0 152.0
8.0 262.0
9.0 414.0
10.0 612.0
end
reaction: p cl32 -> ar33 ; label: 32Cl(p,g)33Ar ; table: 7 ; variant: standard
0.01 1.8e-46
0.015 2.1e-39
0.02 1.04e-32
0.03 2.05e-25
0.04 8.02e-22
0.05 1.06e-19
0.06 2.63e-18
0.07 2.7e-17
0.08 2.81e-16
0.09 4.79e-15
0.1 6.42e-14
0.15 1.7e-10
0.2 7.78e-9
0.3 5.31e-7
0.4 6.91e-5
0.5 0.00192
0.6 0.0174
0.7 0.0836
0.8 0.271
0.9 0.677
